site S R_500 R_1000 R_1500 R_2000 R_2500 R_3000 R_3500 R_4000 R_4500 R_5000
1 1 73 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
2 1 65 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
3 1 63 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
4 1 69 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
5 1 64 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
6 1 71 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
7 1 65 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
8 1 74 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
9 1 63 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
10 1 65 0.443449066739976 0.34855268393335 0.140678499521202 0.0563249178702401 0.0297386325547283 0.106151423187407 0.11268805805092 0.258984957225675 0.214505502764188 0.26317326767079
11 2 71 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
12 2 62 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
13 2 78 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
14 2 62 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
15 2 73 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
16 2 63 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
17 2 53 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
18 2 56 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
19 2 68 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
20 2 67 0.441402134276543 0.352273136422108 0.119814389317439 0.0385455691269797 0.0452885230339222 0.124433627096333 0.128226916121982 0.241331480691534 0.198921062827875 0.277726258532226
21 3 32 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
22 3 19 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
23 3 19 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
24 3 31 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
25 3 31 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
26 3 17 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
27 3 34 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
28 3 23 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
29 3 22 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
30 3 30 0.553227349346732 0.573022046050316 0.34086279624062 0.382275251177471 0.4438486306751 0.619168711039432 0.556974419192929 0.0862345912800114 0.096533326931604 0.737161673351354
31 4 49 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
32 4 41 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
33 4 42 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
34 4 29 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
35 4 41 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
36 4 39 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
37 4 46 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
38 4 51 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
39 4 48 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
40 4 38 0.485254436732257 0.45109444440571 0.107098283870843 0.166714800595833 0.237655763849989 0.361609773875945 0.33328721963248 0.0755350137548696 0.0499122040823359 0.494151155605706
41 5 33 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
42 5 38 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
43 5 45 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
44 5 43 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
45 5 42 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
46 5 38 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
47 5 42 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
48 5 45 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
49 5 37 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
50 5 48 0.486204139730236 0.46052617208235 0.139536422373403 0.195100503853862 0.263284870570288 0.392430211469982 0.359699989414066 0.0497259426039539 0.0269627654664652 0.520411578676555
51 6 73 0.343315340580485 0.195816690740739 0.383578797466305 0.28561880959698 0.194888402282444 0.178584567821249 0.135835002909466 0.415385413058179 0.35753326346933 0.0152847443044172
52 6 77 0.343315340580485 0.195816690740739 0.383578797466305 0.28561880959698 0.194888402282444 0.178584567821249 0.135835002909466 0.415385413058179 0.35753326346933 0.0152847443044172
